"Artist_01","Artist_02"
"Dean Martin","Fryderyk Chopin"
"Kool & the Gang","Maleek Berry"
"Jennifer Lopez","Ricky Martin"
"QWECi","Tammy Wynette"
"Américo Gomes","Ariana Grande"
"Ella Fitzgerald","Trip Hop"
"El Alfa","Ze Hop"
"Cardi B","Wilco"
"Eros Ramazzotti","Michael Jackson"
"D Bizzc","Underground Hop"
"Duran Duran","Prince"
"Lil B","Luke Combs"
"Juls","Maleek Berry"
"Hungria Hip-Hop","Judas Priest"
"KISS","Swishahouse"
"Billie Eilish","U2"
"Blaq Major","Nightwish"
"BAD HOP","lamarcrescendo"
"Mugeez","Nanky"
"Al Green","J Álvarez"
"Charlie Rich","Daryl Hall & John Oates"
"Linkin Park","Muse"
"Jessie J","N.O.R.E."
"Earth, Wind & Fire","Praga Khan"
"BTS","Waylon Jennings"
"House of Prayers","Waylon Jennings"
"RXKNephew","The Smiths"
"Nanky","Waylon Jennings"
"CKay","Tori Amos"
"Dream Theater","Libianca"
"HOP-VI","Super8 & Tab"
"Ellie Goulding","The Chainsmokers"
"Def Leppard","Kingsmart"
"Faithless","Money Boy"
"Charlie Rich","Shawn Mendes"
"Beastie Boys","YoungBoy Never Broke Again"
"2 Unlimited","Baby Rasta & Gringo"
"El Alfa","Perry Como"
"Christina Aguilera","Slayer"
"Beastie Boys","Da Great"
"Bone Thugs‐n‐Harmony","Tems"
"Brint★Hop","J Álvarez"
"Hungria Hip-Hop","Mauro Picotto"
"Diverje","Judas Priest"
"Björk","Tito Puente"
"Peter Gabriel","The Brighton Beat"
"Garry Mapanzure","Savant"
"Duran Duran","Hop Along"
"Dean Martin","Frank Zappa"
"Billie Holiday","Jeezy"
"Aretha Franklin","Madonna"
"Santana","Winner Boy"
"Christina Aguilera","Marshmello"
"2 Unlimited","The Weeknd"
"Nat King Cole","Pedro Infante"
"SpaceGhostPurrp","Z‐Ro"
"Justin Bieber","Ze Hop"
"HOP-PAS","Nightwish"
"Bone Thugs‐n‐Harmony","Maluma"
"Chyco Siméon","La Sonora Dinamita"
"Record Hop","The Jacksons"
"Ado","The E Street Band"
"Antônio Carlos Jobim","Nightwish"
"Gloria Estefan","Reekado Banks"
"Chet Atkins","The Smashing Pumpkins"
"Dusty Springfield","Iron Maiden"
"Sam Cooke","The Beatles"
"Santana","Tempo"
"Eric Clapton","Truck Stop"
"Tangerine Dream","Tryt"
"Brymo","SD The God"
"BoA","Gucci Mane"
"The Platters","Yemi Alade"
"Big Hop","Maleek Berry"
"N.O.R.E.","Phish"
"Jazz Hop","Wizkid"
"Hop Hop Hop Crew","Nicki Minaj"
"Eminem","IAM"
"Post Malone","SpaceGhostPurrp"
"Jax Jones","Wiztom"
"Rihanna","Yaga & Mackie"
"Naeto C","Teni"
"Britney Spears","Kollegah"
"Lost Frequencies","Red Hot Chili Peppers"
"I-Hop","Van Morrison"
"Lana Del Rey","Lil Uzi Vert"
"SEVENTEEN","Wizkid"
"J Balvin","Teni"
"Ludacris","Yes"
"ARTY","Ze Hop"
"The Who","倖田來未"
"Calvin Harris","Diana Ross"
"B.B. King","Whigfield"
"Guns N’ Roses","Junior Reid"
"SEVENTEEN","Whitney Houston"
"Bee Gees","Hop Wilson"
"Deep Purple","Hop Louie"
"King Promise","Moby"
"Lynn Anderson","The Smashing Pumpkins"
"Hungria Hip-Hop","Rihanna"
"Rod Wave","Zaytoven"
"Fally Ipupa","Ivy Queen"
"Coldplay","Enrique Iglesias"
"Dolly Parton","Hip Hop Kclan"
"SD The God","The Future Sound of London"
"Brymo","Camila Cabello"
"Becca","Shania Twain"
"Hank Snow","Pedro Infante"
"Elvis Presley","La Sonora Dinamita"
"Nicki Minaj","Noisia"
"Johnny Cash","Maciré Sylla"
"The Jacksons","Whigfield"
"Caetano Veloso","HOP CLUB"
"K.C Nathan","Mylène Farmer"
"BTS","Don Omar"
"Aretha Franklin","Diplo"
"Agathocles","Madonna"
"BAD HOP","Jowell & Randy"
"Drake","Weyinmi"
"Alicia Keys","Praga Khan"
"Dean Martin","Muse"
"Bone Thugs‐n‐Harmony","Elvis Presley"
"Julio Iglesias","Luigi Boccherini"
"BLACKPINK","Kraftwerk"
"Moby","Sam Cooke"
"Jim Reeves","Rocío Dúrcal"
"Bon Jovi","Super8 & Tab"
"P!nk","Whigfield"
"Above & Beyond","Marillion"
"J Balvin","Rush"
"IAM","IOSYS"
"Migos","Stray Kids"
"La Sonora Dinamita","MC Ceja"
"Daryl Hall & John Oates","Katy Perry"
"KO KO FJ","Paramore"
"Phish","Scorpions"
"Hop","Naeto C"
"LUCKI","Ladysmith Black Mambazo"
"Karlheinz Stockhausen","Tekno Miles"
"Duran Duran","Wande Coal"
"Praga Khan","Shakira"
"Chief Keef","The Smashing Pumpkins"
"Jovanotti","Nine Inch Nails"
"Nirvana","YoungBoy Never Broke Again"
"Alexis & Fido","SD The God"
"Caetano Veloso","H.E.R."
"Daddy Yankee","Pedro Infante"
"Crayon","かめりあ"
"Foo Fighters","The Beach Boys"
"Hungria Hip-Hop","Winner Boy"
"Niniola","Vico C"
"Billie Eilish","HOP CLUB"
"Duran Duran","Los Fabulosos Cadillacs"
"BoA","Hop Wilson"
"Avicii","Cardi B"
"Celia Cruz","Mauro Picotto"
"John Dahlbäck","Mariah Carey"
"Jowell & Randy","Katy Perry"
"Billie Eilish","Metro Boomin"
"Def Leppard","Tryt"
"Joe Pass","Master KG"
"King Promise","Willie Nelson"
"Frank Sinatra","Mariah Carey"
"Bing Crosby","Neil Young"
"Chris Brown","George Jones"
"Da Great","Jimi Hendrix"
"JAY‐Z","Justin Bieber"
"Jazz Hop","Los Tigres del Norte"
"Emmylou Harris","Kingsmart"
"IOSYS","U2"
"Muse","Pixies"
"Kizz Daniel","Ludacris"
"Björk","The Smiths"
"Buckethead","Shakira"
"Hip Hop Kclan","Radiohead"
"Lil B","Weyinmi"
"Luis Fonsi","Ye"
"Cappella","Mory Kanté"
"Angélique Kidjo","KAROL G"
"George Jones","John Lee Hooker"
"Foo Fighters","Nirvana"
"Lil Durk","Rubén Blades"
"Rema","WadeLen"
"Miguelito","SpaceGhostPurrp"
"Kygo","Viper"
"Andrew Bird","Chuck Berry"
"Angélique Kidjo","Nanky"
"Nightwish","Trip Hop"
"Charlie Rich","Funky DL"
"Angélique Kidjo","Shawn Mendes"
"Bone Thugs‐n‐Harmony","The Beach Boys"
"Carrie Underwood","S3RL"
"Céline Dion","WadeLen"
"Miguelito","Skrillex"
"Kenny Rogers","Tiwa Savage"
"Electric Light Orchestra","Judas Priest"
"HOP-PAS","Sean Paul"
"Brint★Hop","Duran Duran"
"Astrud Gilberto","Dusty Springfield"
"Kraftwerk","Radiohead"
"Lil Uzi Vert","Nick Skitz"
"Led Zeppelin","Pearl Jam"
"Kacey Musgraves","YoungBoy Never Broke Again"
"Billie Jo Spears","Madonna"
"Super8 & Tab","Wilco"
"Mugeez","Tom Jones"
"Ladysmith Black Mambazo","Sean Paul"
"Jowell & Randy","Super8 & Tab"
"Diplo","Lil Wayne"
"Dave Matthews Band","Jeezy"
"Carrie Underwood","Juicy J"
"Da Great","L king"
"Don Omar","Ennio Morricone"
"Luigi Boccherini","Morrissey"
"Latin Fresh","YoungBoy Never Broke Again"
"Guided by Voices","Roy Orbison"
"The Beatles","The Residents"
"Astrud Gilberto","Lightnin’ Hopkins"
"Aerosmith","Astrud Gilberto"
"Bee Gees","Charley Pride"
"Bobby Bare","Fats Domino"
"Jowell & Randy","Ye"
"Kizz Daniel","Paulina Rubio"
"Alicia Keys","Tim Devine"
"Faithless","Tito Puente"
"Carole King","Kizz Daniel"
"IAM","Underground Hop"
"Danny Boy","D’Prince"
"Hungria Hip-Hop","Julio Iglesias"
"50 Cent","Matt Fax"
"Billie Eilish","Trébol Clan"
"Bob Dylan","Petey Hop"
"Daddy Yankee","Saxon"
"9ice","P!nk"
"Bing Crosby","KISS"
"Junior Reid","Kingsmart"
"RKM & Ken‐Y","Savant"
"Aerosmith","Fireboy DML"
"Jean‐Michel Jarre","Queen"
"Alicia Keys","Naeto C"
"Nanky","Winner Boy"
"Praga Khan","SD The God"
"Faithless","Kanye West"
"Diana Ross","JAY‐Z"
"Luigi Boccherini","N.O.R.E."
"Carl Perkins","Tems"
"RKM & Ken‐Y","[unknown]"
"Brint★Hop","The Drifters"
"Jowell & Randy","Rammstein"
"Hop Wilson","Mauro Picotto"
"Lass","New Order"
"Baby Rasta & Gringo","John Lee Hooker"
"Kraftwerk","T.I."
"DJ BoBo","Lil Wayne"
"Alexis & Fido","Calvin Harris"
"Chyco Siméon","Danny Boy"
"Johnny Cash","Peggy Lee"
"2 Unlimited","José Feliciano"
"Enrique Iglesias","MC Ceja"
"Britney Spears","David Bowie"
"José José","Mory Kanté"
"Alicia Keys","Pet Shop Boys"
"Marilyn Manson","Rammstein"
"Above & Beyond","Lana Del Rey"
"Oasis","Tito Puente"
"Bon Jovi","Brymo"
"Burna Boy","The Isley Brothers"
"Lil Kesh","Yandel"
"Hop Trop","Juice WRLD"
"Azekel","Radiohead"
"Loudah100","Marshmello"
"Lil Wayne","Vicente Fernández"
"Alicia Keys","Underground Hop"
"Goose","Rocío Dúrcal"
"Bobby Bare","Phats & Small"
"Alicia Keys","Tiwa Savage"
"Hop Stamina","Mullar Audible TLP"
"Don Omar","Metallica"
"Super8 & Tab","The Isley Brothers"
"Rihanna","倖田來未"
"Beastie Boys","Charly Lownoise & Mental Theo"
"Enrique Iglesias","Tina Turner"
"Frank Sinatra","Specialist"
"Fats Domino","Kygo"
"Fryderyk Chopin","The Mountain Goats"
"Nicky Jam","Usher"
"Julio Iglesias","Roy Orbison"
"AC/DC","Grupo Niche"
"Iggy Azalea","Rihanna"
"Rema","Santana"
"Frank Zappa","Jim Reeves"
"Niniola","SpaceGhostPurrp"
"José Alfredo Jiménez","Rocío Dúrcal"
"Specialist","The Beach Boys"
"Avicii","Wilco"
"Tempo","The Supremes"
"The Platters","植松伸夫"
"Al Green","Luigi Boccherini"
"Electric Light Orchestra","Mullar Audible TLP"
"Shawn Mendes","The Temptations"
"Diana Ross","Nina Simone"
"Petey Hop","Tempo"
"Rod Wave","Waylon Jennings"
"Johnny Cash","Tame Impala"
"D’Prince","Jazz Hop"
"Alex Zurdo","Jean‐Michel Jarre"
"Banky W","Pet Shop Boys"
"Afro B","The Isley Brothers"
"Coldplay","Garry Mapanzure"
"Noisia","Tom Jones"
"Alice Cooper","Yes"
"Ace of Base","Timaya"
"Maphya","Slimmz"
"2 Unlimited","Banky W"
"David Bowie","Elliott Smith"
"D’Prince","Kygo"
"Hop-Frog","RKM & Ken‐Y"
"Ife Alaba","J Álvarez"
"Beyoncé","Emmylou Harris"
"Mory Kanté","Santana"
"Danny Boy","Marshmello"
"Earth, Wind & Fire","Lloyd Banks"
"Brint★Hop","The Temptations"
"New Order","Swishahouse"
"Funky DL","King Promise"
"Lil Wayne","Magnate & Valentino"
"Nicky Jam","かめりあ"
"Little Richard","Vicente Fernández"
"Dave Matthews Band","Fats Domino"
"Hop Out","Sash!"
"J Álvarez","John Dahlbäck"
"Led Zeppelin","Mauro Picotto"
"Tammy Wynette","Wande Coal"
"LUCKI","Timaya"
"Slipknot","Tems"
"J King & Maximan","Peter Gabriel"
"Lass","The Jacksons"
"Aerosmith","Carly Simon"
"Fats Domino","Rema"
"Sean Paul","Underground Hop"
"Dean Martin","La Sonora Dinamita"
"Celia Cruz","Julio Iglesias"
"2 Unlimited","twenty one pilots"
"Ace of Base","The Beach Boys"
"Maciré Sylla","Merle Haggard"
"Grupo Niche","Pearl Jam"
"HOP CLUB","Lil Wayne"
"Miguelito","Zaytoven"
"Shawn Mendes","Z‐Ro"
"Jovanotti","SpaceGhostPurrp"
"9ice","Rihanna"
"Motörhead","Post Malone"
"Banky W","Wisin & Yandel"
"Fireboy DML","Marco V"
"K.C Nathan","Wilco"
"Ella Fitzgerald","Lil Kesh"
"CHXPO","Danny Boy"
"John Lee Hooker","Metro Boomin"
"Kool & the Gang","Underground Hop"
"Duran Duran","Peggy Lee"
"Bobby Bare","Carly Simon"
"Ado","Luigi Boccherini"
"Fally Ipupa","MC Ceja"
"Cypress Hill","Gucci Mane"
"El Alfa","Nanky"
"Björk","Wande Coal"
"Arctic Monkeys","J. Cole"
"Master KG","Paramore"
"Thalía","Weyinmi"
"Beck","Stonebwoy"
"HOP-PAS","Swishahouse"
"Nightwish","Scorpions"
"IAM","Lloyd Banks"
"Tennessee Ernie Ford","Waka Flocka Flame"
"Depeche Mode","Kizz Daniel"
"Doja Cat","Nicki Minaj"
"Brint★Hop","Robb Bank$"
"Dinah Washington","Fireboy DML"
"Lloyd Banks","Rod Wave"
"J Álvarez","Victony"
"QWECi","Shawn Mendes"
"HOP BOX","Lapsanova"
"CHXPO","Juicy J"
"Merzbow","Tim Devine"
"Ife Alaba","José Feliciano"
"Kacey Musgraves","Miguelito"
"2Baba","Ivy Queen"
"Big Hop","Tito Puente"
"Goose","Rod Wave"
"Astrud Gilberto","Elvis Presley"
"Robb Bank$","Skrillex"
"Eddy Kenzo","Muse"
"Hungria Hip-Hop","The Future Sound of London"
"CHXPO","Ricky Martin"
"Banky W","Louis Armstrong"
"BAD HOP","Teni"
"Al Green","Jimi Hendrix"
"BLACKPINK","YoungBoy Never Broke Again"
"Coldplay","SEVENTEEN"
"Calvin Harris","Pedro Infante"
"Libianca","Lola Beltrán"
"Led Zeppelin","Rihanna"
"LUCKI","The Who"
"Big Hop","Lola Beltrán"
"Beck","Kingsmart"
"2Baba","Bob Dylan"
"9ice","Pixies"
"Dua Lipa","Percy Sledge"
"Ennio Morricone","Luis Fonsi"
"Fireboy DML","Tori Amos"
"Astrud Gilberto","Def Leppard"
"Charley Pride","TWICE"
"BTS","Nanky"
"Al Green","Dean Martin"
"Carl Perkins","Prince"
"Bon Jovi","Juls"
"Muse","The Future Sound of London"
"Diana Ross","The Jacksons"
"Guns N’ Roses","Kate Bush"
"Swishahouse","TWICE"
"Coach Hop","Sash!"
"HOP BOX","Lightnin’ Hopkins"
"Kacey Musgraves","Rush"
"Imagine Dragons","Santana"
"Above & Beyond","Perry Como"
"Dua Lipa","Rema"
"Bruce Springsteen","Tina Turner"
"Alice Cooper","Christina Aguilera"
"H.E.R.","Savant"
"9ice","Joe Pass"
"Ladysmith Black Mambazo","Vivi Ndaya"
"Nkosazana Daughter","Wiztom"
"Deep Purple","Lil Uzi Vert"
"Celia Cruz","Roy Orbison"
"Cappella","YoungBoy Never Broke Again"
"Pet Shop Boys","Wiztom"
"Yemi Alade","twenty one pilots"
"Américo Gomes","Diplo"
"Juls","Wilco"
"Coach Hop","Sirch"
"Américo Gomes","The Beach Boys"
"Kylie Minogue","RXKNephew"
"Andrew Bird","Coach Hop"
"Ennio Morricone","Nicki Minaj"
"The Fall","Wisin & Yandel"
"Super8 & Tab","The Supremes"
"Janet Jackson","Marco V"
"Miguel Bosé","Scorpions"
"Caetano Veloso","Hop Hop Hop Crew"
"Beck","Saxon"
"Grupo Niche","Judas Priest"
"JAY‐Z","Slimmz"
"David Bowie","Rihanna"
"Arctic Monkeys","The Smiths"
"Brint★Hop","Kanika"
"B.B. King","SZA"
"Hop Louie","Swishahouse"
"HOP CLUB","John Lee Hooker"
"Drake","HOP-PAS"
"Burna Boy","Kollegah"
"Don Omar","Lil Wayne"
"Nanky","植松伸夫"
"Jimi Hendrix","SZA"
"Grateful Dead","SpaceGhostPurrp"
"Black Sabbath","Funky DL"
"Moon Hop","The Kinks"
"Hank Williams","Red Hot Chili Peppers"
"David Bowie","Rx Papi"
"Crayon","Slipknot"
"Björk","Usher"
"Ado","Dean Martin"
"Caetano Veloso","Lorentz Hop"
"Nicki Minaj","Whigfield"
"Merzbow","Tryt"
"David Guetta","Slimmz"
"Erasure","Latin Fresh"
"Kraftwerk","川井憲次"
"Ellie Goulding","Shakira"
"Kraftwerk","Ricky Martin"
"Linkin Park","Neil Young"
"The Beatles","[unknown]"
"Dean Martin","Lynn Anderson"
"Rod Wave","Rx Papi"
"Dionne Warwick","Rod Wave"
"Money Boy","Ángel & Khriz"
"Miguelito","Van Morrison"
"Chet Atkins","Ivy Queen"
"Dinah Washington","Juice WRLD"
"Ace of Base","Lost Frequencies"
"Aerosmith","The Cure"
"El Alfa","Trip Hop"
"El Alfa","Latin Fresh"
"Farruko","Tayc"
"KiDi","WadeLen"
"Robb Bank$","The Rolling Stones"
"Marvin Gaye","Trip Hop"
"Los Fabulosos Cadillacs","Wisin & Yandel"
"AC/DC","Reekado Banks"
"Karlheinz Stockhausen","Maluma"
"Becca","Peter Gabriel"
"Depeche Mode","Rubén Blades"
"Rage Against the Machine","Wisin & Yandel"
"Shakira","Ye"
"Bob Marley & The Wailers","Winner Boy"
"Tryt","Victony"
"Kanye West","Lady Gaga"
"Coldplay","Lost Frequencies"
"Rod Wave","Tori Amos"
"Bon Jovi","Crayon"
"Rihanna","[unknown]"
"Antônio Carlos Jobim","Iggy Azalea"
"Hop Louie","Pet Shop Boys"
"Enrique Iglesias","Stevie Wonder"
"Kizz Daniel","Underground Hop"
"Ace of Base","Phish"
"Carrie Underwood","Fats Domino"
"MK","Nat King Cole"
"Juan Gabriel","Lil B"
"Buckethead","Hop"
"José Feliciano","Pink Floyd"
"Lil Uzi Vert","The Weeknd"
"Various Artists","川井憲次"
"Olamide","鷺巣詩郎"
"Angélique Kidjo","Yaga & Mackie"
"Beastie Boys","Joe Pass"
"Farruko","Super8 & Tab"
"H.O.P.","Katy Perry"
"Carrie Underwood","Farruko"
"Eros Ramazzotti","H.E.R."
"Bee Gees","Megadeth"
"Hungria Hip-Hop","IOSYS"
"Imagine Dragons","Marshmello"
"Cypress Hill","Wande Coal"
"Carrie Underwood","Little Richard"
"Christina Aguilera","Nick Skitz"
"Bunbury","Whigfield"
"KAROL G","Tiësto"
"Ike & Tina Turner","Luis Fonsi"
"Kingsmart","Tekno Miles"
"Jeezy","Nina Simone"
"Hop-Frog","Paramore"
"Bee Gees","Lapsanova"
"Sam Cooke","Tangerine Dream"
"Jean‐Michel Jarre","Johann Sebastian Bach"
"Britney Spears","Bruce Springsteen"
"Peng Majur","Queen"
"Electric Light Orchestra","SpaceGhostPurrp"
"Juicy J","The Beach Boys"
"Fally Ipupa","Nightwish"
"P!nk","Sheylex Marvin"
"Elton John","Miguel Bosé"
"Michael Jackson","Yemi Alade"
"Buckethead","Trip Hop"
"El Alfa","Lightnin’ Hopkins"
"Duran Duran","Stray Kids"
"Christina Aguilera","Fryderyk Chopin"
"Ace of Base","Daddy Yankee"
"Billie Jo Spears","BoA"
"Rema","The Beatles"
"Dave Matthews Band","Maciré Sylla"
"Alice Cooper","川井憲次"
"Crayon","Sheylex Marvin"
"Frank Zappa","Motörhead"
"Carly Simon","Rocío Dúrcal"
"The Cure","The E Street Band"
"KISS","RKM & Ken‐Y"
"Aretha Franklin","S3RL"
"Electric Light Orchestra","Jovanotti"
"Luis Fonsi","Rubén Blades"
"Céline Dion","The Beatles"
"Tito Puente","Ye"
"Dean Martin","Juicy J"
"Azekel","Travis Scott"
"Caetano Veloso","Hank Williams"
"Hop Out","Ladysmith Black Mambazo"
"Brint★Hop","Percy Sledge"
"Baby Rasta & Gringo","Ladysmith Black Mambazo"
"Neil Young","Sirch"
"Ado","Jovanotti"
"Ivy Queen","Phish"
"Ladysmith Black Mambazo","U2"
"Beyoncé","Trip Hop"
"Azekel","Burna Boy"
"Mory Kanté","The Beatles"
"Lil Kesh","Ray Charles"
"Lil Kesh","Pink Floyd"
"Hop Along","Nina Simone"
"Jiminy Hop","Kraftwerk"
"Ed Sheeran","Genesis"
"Alexis & Fido","Scorpions"
"Britney Spears","Chet Atkins"
"Eros Ramazzotti","Usher"
"Perry Como","Praga Khan"
"Britney Spears","Elvis Presley"
"Above & Beyond","Migos"
"KAROL G","Radiohead"
"Baden Powell","Mullar Audible TLP"
"9ice","Paulina Rubio"
"Jiminy Hop","Record Hop"
"Judas Priest","Slayer"
"Burna Boy","The Beatles"
"Baby Rasta & Gringo","Blaq Major"
"Crayon","Timaya"
"Brymo","Pérez Prado"
"Arca","植松伸夫"
"Lil B","Petey Hop"
"Big Hop","Bone Thugs‐n‐Harmony"
"Rubén Blades","Tego Calderón"
"Peng Majur","Slayer"
"Uriah Heep","Ángel & Khriz"
"Ace of Base","Kool & the Gang"
"Libianca","Lil Kesh"
"Black Sabbath","Nick Skitz"
"José Alfredo Jiménez","Wande Coal"
"Matt Fax","Noisia"
"KiDi","Paul McCartney"
"Carl Perkins","Maciré Sylla"
"José Feliciano","植松伸夫"
"Migos","TWICE"
"Faithless","Tego Calderón"
"Imagine Dragons","SHINee"
"Bad Bunny","Michael Jackson"
"Alice Cooper","Arca"
"Hop Stamina","Mylène Farmer"
"Foo Fighters","Judas Priest"
"Duran Duran","Rage Against the Machine"
"Christina Aguilera","Pérez Prado"
"Al Green","New Order"
"2Pac","Petey Hop"
"Perry Como","Wasteland Hop"
"Coldplay","Gloria Estefan"
"Buckethead","Faith No More"
"Above & Beyond","SZA"
"Hungria Hip-Hop","Underground Hop"
"Jessie J","Lil B"
"Luke Combs","The Beatles"
"Loudah100","Waka Flocka Flame"
"David Guetta","Queen"
"Drake","Johnny Cash"
"Wiztom","twenty one pilots"
"Eric Clapton","Kenny Rogers"
"Camila Cabello","King Promise"
"Becca","Radiohead"
"Jean‐Michel Jarre","Latin Fresh"
"Ale Hop","Magnate & Valentino"
"Los Fabulosos Cadillacs","The Brighton Beat"
"Praga Khan","Rocío Dúrcal"
"Ace of Base","Bob Dylan"
"Janet Jackson","Pink Floyd"
"Perry Como","Stonebwoy"
"MC Ceja","Miguelito"
"Chyco Siméon","Jax Jones"
"Dionne Warwick","Paul McCartney"
"Merle Haggard","The Temptations"
"Farruko","Peng Majur"
"Enrique Iglesias","Mylène Farmer"
"Goose","H.E.R."
"Lass","Shakira"
"Willie Nelson","Winner Boy"
"Hip-Hop","Iggy Azalea"
"David Bowie","L king"
"Bob Marley & The Wailers","L king"
"HOP-VI","Miguel Bosé"
"Drake","Nightwish"
"BTS","J King & Maximan"
"Eminem","LUCKI"
"Kendrick Lamar","Tina Turner"
"Armin van Buuren","Noisia"
"Eros Ramazzotti","The E Street Band"
"Kendrick Lamar","Morrissey"
"Garry Mapanzure","Peng Majur"
"Moby","Percy Sledge"
"Crayon","Fireboy DML"
"Lil Uzi Vert","Luis Fonsi"
"Fryderyk Chopin","Winner Boy"
"Megadeth","Super8 & Tab"
"2Baba","Zion & Lennox"
"Daryl Hall & John Oates","Eminem"
"ARTY","Magnate & Valentino"
"Future","Junior Reid"
"Nina Simone","Tiwa Savage"
"H.E.R.","King Promise"
"Charly Lownoise & Mental Theo","George Jones"
"Goose","Tego Calderón"
"Dave Matthews Band","Teni"
"Don Omar","Hungria Hip-Hop"
"ABBA","Little Richard"
"Kraftwerk","Robb Bank$"
"Aya Nakamura","Olamide"
"Junior Reid","Megan Thee Stallion"
"Carrie Underwood","YoungBoy Never Broke Again"
"Crayon","Oasis"
"Oasis","Trébol Clan"
"Hank Snow","Wiztom"
"Mariah Carey","Merzbow"
"Björk","Sonny Rollins"
"BoA","Ife Alaba"
"N.O.R.E.","Post Malone"
"Lady Gaga","SZA"
"Funky DL","YoungBoy Never Broke Again"
"John Dahlbäck","KO KO FJ"
"Erasure","Yaga & Mackie"
"Megadeth","The Residents"
"Ale Hop","Lola Beltrán"
"Electric Light Orchestra","Wasteland Hop"
"Def Leppard","John Dahlbäck"
"Arca","José Alfredo Jiménez"
"James Brown","L king"
"Garry Mapanzure","Radiohead"
"Joe Pass","Record Hop"
"Arcángel","Marco V"
"Hop Louie","Lil Kesh"
"Hungria Hip-Hop","Louis Armstrong"
"Agathocles","CKay"
"Nick Skitz","Wasteland Hop"
"Dave Matthews Band","Rush"
"Kygo","鷺巣詩郎"
"Chief Keef","Tame Impala"
"Slimmz","Teni"
"HOP BOX","Ye"
"Björk","Hop Hop Hop Crew"
"Buckethead","Nick Skitz"
"Fryderyk Chopin","Guns N’ Roses"
"David Guetta","Marshmello"
"Nick Skitz","Stonebwoy"
"BTS","Magic Juan"
"Bob Dylan","Underground Hop"
"Prince","Shawn Mendes"
"HOP BOX","Hop Along"
"The Beach Boys","The Fall"
"Américo Gomes","Jiminy Hop"
"BLACKPINK","Judas Priest"
"Marillion","The Future Sound of London"
"Madonna","Praga Khan"
"50 Cent","Tempo"
"Carl Perkins","Luis Fonsi"
"Mugeez","Truck Stop"
"Muse","Slimmz"
"Johann Sebastian Bach","Mo Kogun"
"Goose","Jiminy Hop"
"Crayon","Los Tigres del Norte"
"Travis Scott","Whigfield"
"Above & Beyond","Wiztom"
"Nat King Cole","Sean Paul"
"Lil Durk","Radiohead"
"Elis Regina","Kollegah"
"LUCKI","Maphya"
"Celia Cruz","Merzbow"
"Phish","twenty one pilots"
"Billie Holiday","Rihanna"
"Alexis & Fido","Motörhead"
"Charley Pride","Metro Boomin"
"Jovanotti","Tammy Wynette"
"Robb Bank$","Waylon Jennings"
"Armin van Buuren","Kool Keith"
"Fryderyk Chopin","Johnny Cash"
"Aerosmith","Bob Marley & The Wailers"
"Joe Pass","Karlheinz Stockhausen"
"Nick Skitz","RXKNephew"
"Metro Boomin","Peggy Lee"
"Goose","Sash!"
"Arctic Monkeys","Usher"
"Lil Durk","Maciré Sylla"
"Ella Fitzgerald","S3RL"
"Avicii","BTS"
"Junior Reid","Pink Floyd"
"Judas Priest","Nick Phoenix"
"Bad Bunny","J King & Maximan"
"Alice Cooper","Carole King"
"D Bizzc","Tems"
"Avicii","Money Boy"
"Fats Domino","Queen"
"ABBA","Los Tigres del Norte"
"Stray Kids","WadeLen"
"Dean Martin","Robb Bank$"
"Celia Cruz","Van Morrison"
"Paul McCartney","Tangerine Dream"
"Jerry Lee Lewis","Stevie Wonder"
"Migos","Tammy Wynette"
"Aya Nakamura","The Beatles"
"Above & Beyond","Bobby Bare"
"Hop Wilson","Swishahouse"
"AC/DC","Various Artists"
"Alicia Keys","David Bowie"
"Becca","Sam Cooke"
"Brymo","Da Great"
"Hop Hop Hop Crew","Saxon"
"Hop Out","Timaya"
"Aretha Franklin","Record Hop"
"Black Sabbath","Bone Thugs‐n‐Harmony"
"Hop Out","Tito “El Bambino”"
"Bobby Bare","Tina Turner"
"Ed Sheeran","Nick Phoenix"
"Dionne Warwick","La Sonora Dinamita"
"Brymo","Los Fabulosos Cadillacs"
"Marillion","Victony"
"Aya Nakamura","RKM & Ken‐Y"
"Drake","Sean Paul"
"Astrud Gilberto","Sam Cooke"
"SpaceGhostPurrp","Yemi Alade"
"Ado","Billie Jo Spears"
"Def Leppard","IOSYS"
"Nick Phoenix","Wiztom"
"Billie Eilish","SEVENTEEN"
"James Brown","Sean Paul"
"Erasure","Tangerine Dream"
"Avicii","Sonny Rollins"
"Christina Aguilera","Peng Majur"
"Ado","LUCKI"
"House of Prayers","WadeLen"
"Lorentz Hop","Wiztom"
"Farruko","Sirch"
"Baden Powell","Doja Cat"
"HOP-VI","Jax Jones"
"Hungria Hip-Hop","Reekado Banks"
"Kacey Musgraves","L king"
"Lloyd Banks","Lynn Anderson"
"King Promise","The Smiths"
"B.B. King","Heinäsirkka Hop"
"Dave Matthews Band","Judas Priest"
"Jessie J","Marshmello"
"Camila Cabello","Pérez Prado"
"Beastie Boys","The Rolling Stones"
"Bone Thugs‐n‐Harmony","Rage Against the Machine"
"Gloria Estefan","Oasis"
"J King & Maximan","The Drifters"
"Funky DL","Jiminy Hop"
"Brymo","The Weeknd"
"Aretha Franklin","Sheylex Marvin"
"Billie Eilish","Jowell & Randy"
"Brymo","H.E.R."
"Depeche Mode","Diverje"
"Lass","Maleek Berry"
"Nick Skitz","Tiwa Savage"
